cell_type,tissue,deg_set,overlap,markers_total,deg_total,odds_ratio,p_value,pct_markers_in_deg,p_adjust,significant,neg_log10_p
Cluster_10,leaf,leaf_int_down,27,100,2793,2.5299378955813747,0.00010752284871210032,27.0,0.0007987411618613167,True,3.0975939343122243
Cluster_11,leaf,leaf_int_down,18,100,2793,1.4959261700725115,0.08461078421069236,18.0,0.2588094575856472,False,0.5870198574383815
Cluster_12,leaf,leaf_int_down,65,100,2793,12.90605362379556,5.763514506759352e-34,65.0,8.991082630544589e-32,True,31.04618801102954
Cluster_2,leaf,leaf_int_down,20,100,2793,1.7051027767760547,0.027747538005448096,20.0,0.10557599826463178,False,0.9764348034500933
Cluster_3,leaf,leaf_int_down,18,100,2793,1.4959261700725115,0.08461078421069236,18.0,0.2588094575856472,False,0.5870198574383815
Cluster_4,leaf,leaf_int_down,13,100,2793,1.0161994542297197,0.5234884162999434,13.0,1.0,False,-0.0
Cluster_5,leaf,leaf_int_down,7,100,2793,0.5106176041497812,0.9785355774180418,7.0,1.0,False,-0.0
Cluster_6,leaf,leaf_int_down,8,100,2793,0.5901490906252439,0.9524829017953924,8.0,1.0,False,-0.0
Cluster_7,leaf,leaf_int_down,27,100,2793,2.5299378955813747,0.00010752284871210032,27.0,0.0007987411618613167,True,3.0975939343122243
Cluster_8,leaf,leaf_int_down,27,100,2793,2.5299378955813747,0.00010752284871210032,27.0,0.0007987411618613167,True,3.0975939343122243
Cluster_9,leaf,leaf_int_down,26,100,2793,2.4023188349173172,0.0002762357533754574,26.0,0.0018735990228944067,True,2.7273233487617197
Cluster_0,leaf,root_light_up,1,100,122,1.8002337423825028,0.4304165294205237,1.0,0.9325691470778014,False,0.03031895675146891
Cluster_1,leaf,root_light_up,1,100,122,1.8002337423825028,0.4304165294205237,1.0,0.9325691470778014,False,0.03031895675146891
Cluster_10,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_11,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_12,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_2,leaf,root_light_up,1,100,122,1.8002337423825028,0.4304165294205237,1.0,0.9325691470778014,False,0.03031895675146891
Cluster_3,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_4,leaf,root_light_up,2,100,122,3.667687074829932,0.10818521288587965,2.0,0.324555638657639,False,0.4887108412651778
Cluster_5,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_6,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_7,leaf,root_light_up,1,100,122,1.8002337423825028,0.4304165294205237,1.0,0.9325691470778014,False,0.03031895675146891
Cluster_8,leaf,root_light_up,1,100,122,1.8002337423825028,0.4304165294205237,1.0,0.9325691470778014,False,0.03031895675146891
Cluster_9,leaf,root_light_up,0,100,122,0.0,1.0,0.0,1.0,False,-0.0
Cluster_0,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_1,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_10,leaf,root_light_down,2,100,176,2.5231057940417547,0.19358433088426732,2.0,0.5118500952194187,False,0.2908572115854388
Cluster_11,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_12,leaf,root_light_down,1,100,176,1.2416161616161616,0.5564724129183987,1.0,1.0,False,-0.0
Cluster_2,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_3,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_4,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_5,leaf,root_light_down,1,100,176,1.2416161616161616,0.5564724129183987,1.0,1.0,False,-0.0
Cluster_6,leaf,root_light_down,1,100,176,1.2416161616161616,0.5564724129183987,1.0,1.0,False,-0.0
Cluster_7,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_8,leaf,root_light_down,0,100,176,0.0,1.0,0.0,1.0,False,-0.0
Cluster_9,leaf,root_light_down,1,100,176,1.2416161616161616,0.5564724129183987,1.0,1.0,False,-0.0
Cluster_0,leaf,root_cond_up,23,100,843,7.600855242318657,3.601537840831016e-12,23.0,1.123679806339277e-10,True,9.949357423776313
Cluster_1,leaf,root_cond_up,18,100,843,5.55059866962306,4.893734783299061e-08,18.0,1.0906037517066478e-06,True,5.962333012661767
Cluster_10,leaf,root_cond_up,5,100,843,1.3093832433111419,0.34506669374673776,5.0,0.815612185219562,False,0.08851629449997238
Cluster_11,leaf,root_cond_up,24,100,843,8.045883940620783,4.5064747822781466e-13,24.0,1.7575251650884773e-11,True,10.755098447826876
Cluster_12,leaf,root_cond_up,2,100,843,0.5058361037637409,0.9034041493716921,2.0,1.0,False,-0.0
Cluster_2,leaf,root_cond_up,8,100,843,2.1714136943504294,0.04007353168660384,8.0,0.14114422404825372,False,0.8503368894993258
Cluster_3,leaf,root_cond_up,14,100,843,4.095688276713328,3.0477988672048547e-05,14.0,0.0002971603895524733,True,3.527009080999144
Cluster_4,leaf,root_cond_up,17,100,843,5.172554625280784,2.717898586136423e-07,17.0,4.7110242159698e-06,True,5.3268846633620575
Cluster_5,leaf,root_cond_up,1,100,843,0.25005398402072987,0.9808506057359768,1.0,1.0,False,-0.0
Cluster_6,leaf,root_cond_up,2,100,843,0.5058361037637409,0.9034041493716921,2.0,1.0,False,-0.0
Cluster_7,leaf,root_cond_up,22,100,843,7.168087697929354,2.7215157895170675e-11,22.0,7.075941052744375e-10,True,9.1502157937067
Cluster_8,leaf,root_cond_up,15,100,843,4.44543904518329,6.804017962221019e-06,15.0,7.581620015046278e-05,True,4.120237985868963
Cluster_9,leaf,root_cond_up,11,100,843,3.0979094641313742,0.0016807017552184253,11.0,0.009363909779074083,True,2.0285427793665964
Cluster_0,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_1,leaf,root_cond_down,1,100,188,1.1612920650353806,0.5804901221704121,1.0,1.0,False,-0.0
Cluster_10,leaf,root_cond_down,2,100,188,2.359008119376783,0.21364581763549237,2.0,0.5302122386880802,False,0.2755502518323592
Cluster_11,leaf,root_cond_down,1,100,188,1.1612920650353806,0.5804901221704121,1.0,1.0,False,-0.0
Cluster_12,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_2,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_3,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_4,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_5,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_6,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_7,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_8,leaf,root_cond_down,1,100,188,1.1612920650353806,0.5804901221704121,1.0,1.0,False,-0.0
Cluster_9,leaf,root_cond_down,0,100,188,0.0,1.0,0.0,1.0,False,-0.0
Cluster_0,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_1,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_10,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_11,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_12,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_2,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_3,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_4,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_5,leaf,root_int_up,1,100,33,6.8352272727272725,0.14095502350897468,1.0,0.39266042263214374,False,0.40598287030754127
Cluster_6,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_7,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_8,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_9,leaf,root_int_up,0,100,33,0.0,1.0,0.0,1.0,False,-0.0
Cluster_0,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_1,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_10,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_11,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_12,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_2,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_3,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_4,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_5,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_6,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_7,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_8,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
Cluster_9,leaf,root_int_down,0,100,14,0.0,1.0,0.0,1.0,False,-0.0
