tissue,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_id,direction,stat,shrunk_log2FoldChange
root,134.996366640592,2.34817825856276,0.634122513054332,0.0002130349499259,0.0034196090665457,Solyc03g031450.3,up,3.70303562832434,1.7166999693095
root,43.2241740208147,3.1987660242449,1.02704276802472,0.0018423182819493,0.0146356156758555,Solyc03g031630.3,up,3.11454023516175,1.59789676233091
root,89.3780044628403,-1.14127009973215,0.417592850676167,0.0062765425352974,0.0327143933489948,Solyc03g031820.3,down,-2.7329732726128,-0.671204407762955
root,127.275928620788,-1.32519319901872,0.499775589365214,0.0080116965720019,0.0383090530927537,Solyc03g031940.3,down,-2.65157648196044,-0.700888410748375
root,534.530537354409,1.29412807510136,0.423404042392763,0.0022394873740221,0.0167179043273935,Solyc03g031980.3,up,3.05648493053566,0.799298167196425
root,206.2733651068,-1.00406460176666,0.347168845380049,0.0038261443362814,0.0237338246814611,Solyc03g032180.3,down,-2.89215064983006,-0.658413842874709
root,17.4171681571013,-1.48353086510589,0.571335312179431,0.0094150730743928,0.0427190163384049,Solyc03g033490.2,down,-2.59660278908154,-0.723092092729695
root,72.8744975822993,2.78147719713973,0.458094923172654,1.2645612648241701e-09,4.51041139948471e-07,Solyc03g033710.3,up,6.07183589347793,2.61386406103226
root,18.1067700389507,-1.05825147541205,0.284232736141924,0.000196724122793,0.0032393289828295,Solyc03g033830.2,down,-3.72318646253202,-0.798921907759065
root,29.2294891608005,-4.04269138225423,1.03801827274662,9.83509727512626e-05,0.0019992552340942,Solyc03g034030.3,down,-3.89462448628883,-2.84857989800454
root,76.4305576271873,1.19627097048397,0.348465483848269,0.0005970118267645,0.0068367085626947,Solyc03g034057.1,up,3.43296833096061,0.831807998325866
root,1796.72000661329,-1.04965569754637,0.239230868501778,1.1459434658697e-05,0.0004474069442627,Solyc03g034080.3,down,-4.38762649703196,-0.856989888675805
root,81.4250623417858,-1.01061564166145,0.270699687585386,0.0001889526156178,0.0031583152049742,Solyc03g034170.3,down,-3.73334616924029,-0.773401121015842
root,1139.76570447222,1.06909186346382,0.417088071267087,0.0103703893085578,0.0456080402527251,Solyc03g034250.3,up,2.56322809764372,0.614752685432326
root,26.17966127235,6.18672570750944,1.44961135352285,1.97364807071479e-05,0.0006489601562519,Solyc03g034320.3,up,4.26785130543745,4.09591745020066
root,729.103481898975,2.16639621396396,0.399976743379407,6.0843126682066e-08,9.08072877941417e-06,Solyc03g044097.1,up,5.41630544731191,2.00968170627179
root,26.1958356957063,4.33420366935692,0.994975781312341,1.32406584338621e-05,0.0004877621758951,Solyc03g044180.1,up,4.35608961621181,3.37117900456843
root,121.13272839129,2.37367184752824,0.623130214147089,0.0001393771337136,0.0025372425621705,Solyc03g044300.3,up,3.80927098965537,1.79475858730962
root,123.300436043833,-1.4089094223392,0.395882596397021,0.000372401076149,0.0049789124818811,Solyc03g044740.3,down,-3.55890719915922,-0.977201643670758
root,13.7662483042615,2.05221158359496,0.673091952835843,0.0022965646980644,0.0170352158992132,Solyc03g044850.1,up,3.04893198462508,1.13340794000449
root,844.947138948776,-1.34868448681335,0.523860569258707,0.0100382066924016,0.044669913646627,Solyc03g051900.3,down,-2.57451040593076,-0.683545456175973
root,13.0293164400338,-1.65212743665515,0.468014813279923,0.0004154417310696,0.0053933101718869,Solyc03g062910.3,down,-3.53007509543721,-1.1281234679133
root,9.42406815125413,-1.7480559046532,0.531926649223198,0.0010152275454329,0.0097599125016402,Solyc03g063380.2,down,-3.28627247235307,-1.09799001008974
root,583.223106901859,2.38728133007823,0.475591795114046,5.17787571924996e-07,4.8644293141025e-05,Solyc03g070380.3,up,5.01960158817661,2.17085696685051
root,377.142765453947,-1.36018836671417,0.488025956398172,0.0053178290636231,0.0293337863210707,Solyc03g071590.3,down,-2.78712299803253,-0.750805897693599
root,584.98326327904,1.2821985850785,0.364386402757227,0.0004335226107172,0.0055358312014165,Solyc03g071620.1,up,3.51878822968256,0.893727375831417
root,5.23088396236406,-1.76086679829572,0.586120111187361,0.0026621338599983,0.0186926743242594,Solyc03g071650.2,down,-3.0042763670548,-0.981014525961904
root,287.802642526311,2.1032875241335,0.709520935777051,0.0030329649033952,0.0203627933459327,Solyc03g071850.1,up,2.96437697335883,1.10134449979721
root,82.5192509049911,-1.27228311969331,0.401582817520936,0.0015340115440575,0.0130431268416759,Solyc03g077920.1,down,-3.16817120699389,-0.816015167195663
root,16.7705763873297,1.94112390575108,0.624171763896735,0.001871383727205,0.0147939140327961,Solyc03g078090.3,up,3.10991944530229,1.11697699165611
root,103.90979157951,-1.05788654372387,0.387306868612614,0.0063067575130756,0.0328026211332584,Solyc03g078100.3,down,-2.73139112537136,-0.64655358936598
root,701.133687840826,-1.05067076296745,0.340590482493893,0.0020365440647317,0.0156584951457218,Solyc03g078360.2,down,-3.08485062552003,-0.707455621702123
root,2028.08789389098,1.3247446720312,0.373693014032157,0.0003926013784625,0.0051798767450567,Solyc03g078490.3,up,3.54500786016086,0.923376474595351
root,23.8605073172162,5.39516147346798,1.38960108285156,0.0001033772221786,0.0020758304041286,Solyc03g078500.3,up,3.88252538087888,3.27266630014021
root,120.477343269757,-1.54087853387664,0.534838103224155,0.003963922229027,0.0243407374184116,Solyc03g078580.3,down,-2.88101861963049,-0.842756485163027
root,683.041754978245,1.30740065938102,0.29034835823555,6.70421705208158e-06,0.000306897985446,Solyc03g078630.3,up,4.50286913046834,1.05985328932178
root,19.2607564253599,-3.11694209838472,0.881277775942577,0.0004049386265766,0.0052994579960685,Solyc03g078690.3,down,-3.53684409555316,-2.05481298432017
root,346.688486485472,1.6957236681746,0.405264331536608,2.86120334887931e-05,0.0008444763432512,Solyc03g078710.2,up,4.18424108962429,1.34783800343912
root,10.3857858990005,-1.91949346359602,0.572845047670745,0.0008057630311451,0.0083182079093405,Solyc03g078730.2,down,-3.35080746774526,-1.23010581870268
root,94.1327377237407,1.08926788121836,0.403227018984369,0.0069053177964714,0.0347894440289548,Solyc03g080100.3,up,2.70137622216379,0.649505117915995
root,46.8203210848033,1.47843300281373,0.472677440949987,0.0017612948419842,0.0142666238085898,Solyc03g080120.1,up,3.12778413931153,0.899483342317329
root,4676.84242508591,1.64237003802046,0.486410577834505,0.0007341178137824,0.0078300939043277,Solyc03g080190.3,up,3.3765097077705,1.06957611230348
root,892.163611529788,-1.44372208250799,0.313366805872473,4.08261832321869e-06,0.0002137179601836,Solyc03g081300.3,down,-4.60713150037826,-1.19074869578119
root,437.949751445856,-1.2592372482047,0.415857257930859,0.0024613602998309,0.0177539372383129,Solyc03g082470.3,down,-3.02805163115385,-0.778526557019036
root,703.53403020022,2.18120829109122,0.74934187775732,0.0036046781825769,0.0228003750147728,Solyc03g082520.1,up,2.91083196580349,1.09420104565692
root,838.415904993731,1.49320246774291,0.586224230167706,0.0108605984523244,0.0470542912983836,Solyc03g082530.1,up,2.54715242206167,0.707541753924775
root,4765.00577680663,1.19127310863926,0.356383058950325,0.0008297470953617,0.0084928005227592,Solyc03g082575.1,up,3.34267602996613,0.81336046365181
root,10.1159452226665,-2.07378939850133,0.487088957267537,2.06710169222579e-05,0.0006682041169155,Solyc03g082725.1,down,-4.25751675861189,-1.71921016260681
root,410.992945654431,-1.01905425283049,0.267734369417179,0.000141110408729,0.0025534647749137,Solyc03g082970.3,down,-3.80621380455873,-0.785692744815672
root,1378.2791061178,1.97029848536047,0.545024070007884,0.0003002700495354,0.0043073503220345,Solyc03g083010.3,up,3.61506691866281,1.39010756601724
root,65.0789701771557,-1.69911196592782,0.666441721527513,0.010786878534137,0.0468909464722947,Solyc03g083240.3,down,-2.54952820485696,-0.7542465629719
root,287.406678043264,-1.23681248446393,0.480481430439545,0.01004980564299,0.0446931762364924,Solyc03g083360.3,down,-2.57411089400998,-0.657177877763499
root,803.598659662609,1.73369342796255,0.561599865312791,0.0020214564236553,0.0155936689807196,Solyc03g083680.1,up,3.08706168758951,1.00560257357084
root,267.288275487668,2.74018177284379,0.636559609367292,1.67231605192071e-05,0.0005759773976533,Solyc03g083690.1,up,4.3046742716953,2.30680688672648
root,233.189542621945,1.34138129800033,0.338293496348437,7.33526783212214e-05,0.0016527128079141,Solyc03g083720.1,up,3.96514066181966,1.01143869551409
root,22.1686431730789,3.20338144668551,0.891277878682256,0.0003254592391075,0.0045538325982579,Solyc03g083840.3,up,3.59414445629647,2.15405924710845
root,110.591561441806,4.83070622087532,1.39034033272188,0.0005118492643981,0.0062144981057823,Solyc03g091000.1,up,3.47447751258012,2.4306622930742
root,186.083919132737,-1.31972287763541,0.451128579865824,0.0034403496923515,0.0221562048534437,Solyc03g093330.3,down,-2.92538078174503,-0.775837147792913
root,18.8841006346353,-1.22721558405658,0.478053091292656,0.0102549634054643,0.0453182381152017,Solyc03g093630.2,down,-2.56711149119062,-0.653055579064791
root,23.681682211091,1.42734841334343,0.494424404187916,0.0038907136517304,0.0239965351954911,Solyc03g093790.3,up,2.88688908001583,0.803615460115361
root,169.563196815189,2.73175377758069,0.840168278342808,0.0011482343566206,0.010625964732069,Solyc03g093890.3,up,3.25143646576248,1.59460348415856
root,89.7461559435052,4.7587004925331,1.40042509747902,0.0006787049678595,0.0074427656819362,Solyc03g093930.3,up,3.39803999592659,2.27740688831909
root,10.1264145784018,1.55212732144298,0.526289956777511,0.0031861147369949,0.0210645926878171,Solyc03g093980.2,up,2.94918666308341,0.871646020075272
root,40.4146121200887,-1.53240055875365,0.573431704912082,0.0075325821889393,0.0368652292371842,Solyc03g095370.3,down,-2.6723331577709,-0.763344780869378
root,482.72718218089,1.37174755650831,0.354075774228802,0.0001069914227423,0.0021224077163721,Solyc03g095780.2,up,3.87416382692674,1.01726687774436
root,150.68342674334,2.52625810911211,0.840633369857389,0.002654200698803,0.0186431907562117,Solyc03g096030.3,up,3.00518418575351,1.28708155692155
root,28.6446802163993,2.39534650534897,0.649002770219481,0.0002235402711742,0.0035273826677036,Solyc03g096190.2,up,3.69081091062047,1.74368519307976
root,377.545910393173,4.99485776085313,1.16111667616702,1.69438564692622e-05,0.0005816745767359,Solyc03g096420.1,up,4.30177075515076,3.66266388409292
root,183.101834377584,4.36178851952479,0.890705600813901,9.73090641203598e-07,7.72744130320321e-05,Solyc03g096430.1,up,4.89700358405641,3.63406390253003
root,568.488453297548,2.90618763895324,0.601283651863901,1.34284408455387e-06,9.61184044739852e-05,Solyc03g096460.3,up,4.83330559536159,2.58192565945318
root,6681.54301621615,6.35016190141624,0.719970931597883,1.14433763947517e-18,1.20407206425578e-14,Solyc03g096540.3,up,8.82002539647382,5.89022445901691
root,3956.13783397791,4.6780459402739,0.66807462193097,2.51829130247781e-12,4.07653247456484e-09,Solyc03g096550.3,up,7.00228056373808,4.26004428730886
root,29.4154026549545,3.35145575232111,0.811073794094219,3.59429771891935e-05,0.0009939343127061,Solyc03g096770.1,up,4.13212185712881,2.66193489754587
root,155.7032029171,2.01750380958983,0.497964048204942,5.08892478481785e-05,0.0012584145070351,Solyc03g096780.1,up,4.05150495675846,1.60275869458478
root,58.6787105933843,-1.33574244043623,0.524418524681331,0.0108624665998645,0.0470542912983836,Solyc03g096830.3,down,-2.54709240343466,-0.67216429730326
root,1715.49887947453,1.01748408404783,0.321786098259018,0.0015669551512649,0.0131727701316731,Solyc03g096940.3,up,3.16198894095423,0.705729525538484
root,1292.17429135375,1.07125896941803,0.339183620219248,0.0015866753459131,0.0132710635848156,Solyc03g097010.3,up,3.15834523119238,0.72778376048048
root,715.964060192672,-1.53604079307572,0.313313989768432,9.45954632011233e-07,7.59543216840459e-05,Solyc03g097170.3,down,-4.90256050874396,-1.31580640904717
root,312.562435045392,1.27532472014988,0.230640188345276,3.21146398840856e-08,5.53951214525161e-06,Solyc03g097230.1,up,5.52949912718887,1.11904012527712
root,7043.39049200169,1.14468712539496,0.395457825357283,0.0037965754736738,0.0235848415655409,Solyc03g097270.3,up,2.89458711396285,0.70713271140297
root,40.5622953249698,-1.40617525755923,0.397598288049861,0.0004052005313569,0.0052995897960687,Solyc03g097320.3,down,-3.53667332034107,-0.970393886127046
root,1260.8239257856,-1.29390376991958,0.362385682826137,0.000356279097969,0.0048489025667156,Solyc03g097370.3,down,-3.57051569981688,-0.910310511760522
root,160.762571409357,-1.60868634766262,0.403377069915625,6.6619721934682e-05,0.0015271736692739,Solyc03g097380.3,down,-3.98804609294999,-1.22504806368219
root,267.685058413802,1.6179677327548,0.439217718869116,0.0002298287653278,0.0035932515137882,Solyc03g097410.1,up,3.68374877252377,1.15164165680187
root,12.170851810042,1.89969404881489,0.683349201560785,0.0054362997161434,0.0298104572249555,Solyc03g097580.3,up,2.77997551541137,0.920499962398177
root,595.411977566525,-1.8079047210737,0.490736094128612,0.0002295417326795,0.0035932515137882,Solyc03g097585.1,down,-3.68406714465124,-1.29509296510021
root,861.522665262765,-1.03910549722183,0.340911095238664,0.0023035086138637,0.0170626664097673,Solyc03g097715.1,down,-3.04802487139464,-0.69692232783923
root,1435.47178523373,2.6440236770576,0.554288630129835,1.8411554967184e-06,0.0001218404914243,Solyc03g097840.3,up,4.77012071569693,2.35415726365393
root,35.660070756112,-1.24207027655219,0.43152343896972,0.0039977665597087,0.0244845749367029,Solyc03g097850.1,down,-2.87833791721184,-0.736610321437351
root,127.504947583143,-1.16016552785623,0.392573861530875,0.003123857969254,0.0207638872725779,Solyc03g097940.3,down,-2.9552796086119,-0.725182308419678
root,60.3021368823691,2.90348834759182,1.0469673825715,0.005550173776901,0.0302271886545305,Solyc03g098030.3,up,2.77323667950423,1.15143306833361
root,10.6795144032213,-1.64055349104993,0.619353931081584,0.0080774724520597,0.0384535794033447,Solyc03g098060.2,down,-2.64881420577249,-0.783116593842206
root,260.958506014432,3.80863653896145,0.781885716688382,1.10983661798299e-06,8.49287337775782e-05,Solyc03g098300.1,up,4.87109107849244,3.2579006757848
root,1777.63044094609,1.2356436251351,0.393319634433485,0.001680410424654,0.0138495088910794,Solyc03g098750.3,up,3.14157625747529,0.794177583510589
root,257.955693220393,4.75753860336868,1.18155876555145,5.66148212533524e-05,0.0013554064828845,Solyc03g098760.2,up,4.02649342722135,3.28429883668227
root,59.1160107101367,-1.85726852410005,0.72097634860354,0.0099937235658561,0.0445399444680973,Solyc03g098790.2,down,-2.5760463955543,-0.801666163089403
root,753.522619812539,-1.93050546896067,0.510672827025849,0.0001566284394247,0.0027467407327113,Solyc03g111100.1,down,-3.78031758651405,-1.42875569045185
root,520.49704766636,-1.10176739104287,0.287718920187786,0.0001284986003192,0.0023909147171689,Solyc03g111260.3,down,-3.82931852491235,-0.836382689647971
root,874.006940952376,1.8871505099938,0.631232702107064,0.0027931804329905,0.0193100161077048,Solyc03g111300.1,up,2.98962728593507,1.02802589131057
root,55.5767352658743,1.7915323542248,0.544624800952511,0.001003727131951,0.0096985010377505,Solyc03g111510.3,up,3.28947993387656,1.1246365530601
root,145.987622600298,-1.7625446221946,0.674975886699372,0.0090206510895287,0.0414513115770191,Solyc03g111570.3,down,-2.61127050154848,-0.797197836662871
root,841.510518404553,2.99414123216103,0.449488897268399,2.7157692989838796e-11,2.38127704699236e-08,Solyc03g111720.3,up,6.66121288057792,2.83025117244369
root,22.022061714598,2.44198664792116,0.532802412794771,4.57721980289247e-06,0.0002326642838938,Solyc03g111725.1,up,4.58328751762201,2.13987674714858
root,179.580571301943,2.53571051029333,0.461972793786737,4.04503764374977e-08,6.5987420290752e-06,Solyc03g111730.3,up,5.48887411639203,2.35645522314154
root,11.3376240389912,2.33797818836652,0.906638168424283,0.0099163265272294,0.0443432162003862,Solyc03g111780.1,up,2.57873346809332,0.895820810139642
root,324.642805755224,-2.52948874300118,0.614561110796336,3.85626152364385e-05,0.0010363955173064,Solyc03g111820.3,down,-4.11592712028836,-2.06478491577515
root,207.986785689733,2.65059773205289,0.734495765146814,0.0003076983062069,0.0043881979443091,Solyc03g112030.2,up,3.60873112933889,1.86010402651037
root,86.4381708688088,6.00155618961578,0.819429797452626,2.40572061037481e-13,5.83215149837189e-10,Solyc03g112040.1,up,7.32406388963755,5.38696322940361
root,1296.43271538434,1.33425282405248,0.424733753529023,0.0016815004379732,0.0138495088910794,Solyc03g112100.3,up,3.14138636961734,0.837325146145189
root,119.681522675217,-1.57654323360681,0.497691379326453,0.0015364334633298,0.0130584433773483,Solyc03g112280.3,down,-3.16771256062425,-0.960083433293706
root,289.347637451334,1.51941934866905,0.418277107890332,0.0002806163849725,0.0040952088802796,Solyc03g112330.3,up,3.63256635375663,1.06747199338301
root,31.3222430936048,-1.1826086076158,0.391306165005735,0.0025093808569276,0.0179975874292828,Solyc03g112420.2,down,-3.0222079623981,-0.747444815497557
root,641.167966518773,1.21970151070859,0.410348696959082,0.0029552591449111,0.0200162450741905,Solyc03g112700.1,up,2.97235380481839,0.750646334722668
root,172.575528677347,-1.82191874127336,0.487174106086443,0.000184189260388,0.0030909719263198,Solyc03g112760.3,down,-3.73976924986665,-1.32628896636567
root,1551.96611046185,1.18978444316882,0.359930958349976,0.0009477641001322,0.0093112734468641,Solyc03g112770.3,up,3.30559074057738,0.805913236577345
root,1354.48532926122,1.0597530683307,0.222962767122861,2.00371268424985e-06,0.0001309507134389,Solyc03g112870.3,up,4.75304949793135,0.890351597379745
root,290.163220289991,1.23893121793649,0.284036987237127,1.28957970542724e-05,0.0004811687113654,Solyc03g112960.1,up,4.3618657907471,0.98992996142751
root,462.539688597711,-1.08478247839371,0.377470992456317,0.0040554413113944,0.0247312655179278,Solyc03g113010.2,down,-2.87381679671519,-0.682713781017514
root,74.6716033960656,2.29248677155715,0.720820602627518,0.0014707968710173,0.0126435659124548,Solyc03g113120.3,up,3.18038463828674,1.3335236133834
root,15.1238369009825,2.45055910044925,0.623057195986681,8.3850136907251e-05,0.0017933461654484,Solyc03g113480.1,up,3.93312061273686,1.91813838670529
root,145.538049370802,-1.13693010139957,0.365056935859363,0.0018432493469538,0.0146374865121877,Solyc03g113510.2,down,-3.11439118044198,-0.747401031910756
root,2528.78620015408,-1.09285908738358,0.282525454832593,0.0001096510730165,0.0021485076169083,Solyc03g113520.3,down,-3.86817919833503,-0.835569522321886
root,181.364071092057,3.03802607256934,0.981492765789496,0.0019660614365408,0.0152773467722526,Solyc03g113580.2,up,3.09531173174323,1.53411009939716
root,52.2469649336062,2.21515001456153,0.526464660285538,2.58103034272758e-05,0.0007904092430481,Solyc03g114080.2,up,4.20759489033907,1.83213374166822
root,326.519384527796,-1.42263238643175,0.422248527224177,0.0007539146837131,0.0079605522348517,Solyc03g114160.1,down,-3.36918258965639,-0.939126592562725
root,2683.17634399202,1.19685703633823,0.347743811782918,0.0005779040963739,0.0067038966333757,Solyc03g114180.3,up,3.4417781015335,0.833633552076003
root,396.054581539065,1.11189141362045,0.370354326128978,0.0026800355011823,0.0187745229982961,Solyc03g114210.3,up,3.00223687203056,0.716696719593071
root,15.3369816950679,3.48429060273811,1.06581548104406,0.001078782815688,0.0101476692881728,Solyc03g114230.2,up,3.2691311626708,1.86996087870772
root,194.893551495017,1.11199094582728,0.402490300028615,0.0057311907232848,0.0308853207633309,Solyc03g114760.3,up,2.762777005429,0.669032524099362
root,38.3966537762378,1.85759782295377,0.678407227634367,0.0061781159739069,0.0324208270821733,Solyc03g114820.3,up,2.73817516572057,0.885588164635089
root,2444.65420351307,2.23877988265315,0.527418431097263,2.18799341552724e-05,0.000696582956677,Solyc03g114860.3,up,4.24478886336129,1.86533449571693
root,236.740328919519,2.14095332208858,0.654329065442022,0.0010679614544997,0.0100871547793948,Solyc03g114890.3,up,3.27198260808159,1.31684456546987
root,200.781052277017,2.56620405162719,0.824732408219316,0.001861018960812,0.0147563236666652,Solyc03g114910.3,up,3.11155961139916,1.39655608660764
root,691.340858997512,-1.62331767941722,0.44532087717671,0.000267104578414,0.0039528472209176,Solyc03g114940.3,down,-3.64527638971004,-1.14417831369026
root,2104.51795036764,1.19590654266305,0.370491569504255,0.0012470631813163,0.0112535152605581,Solyc03g114960.3,up,3.22789137756431,0.794170192870083
root,548.27764215037,-1.03623501912601,0.370595997344024,0.0051718405400197,0.0288384240392623,Solyc03g115250.3,down,-2.79613116858376,-0.652287190909738
root,763.19074273608,1.01722046749682,0.368159511832049,0.005727479862101,0.030873229051756,Solyc03g115610.3,up,2.76298841889183,0.640268302868026
root,547.925000811109,-2.43648916429213,0.700846343283756,0.0005080127384167,0.0061831232314878,Solyc03g115770.3,down,-3.47649550809693,-1.62981033489727
root,1958.99792175325,1.0961246591651,0.31876181810155,0.0005845254625461,0.0067384841706495,Solyc03g115860.3,up,3.43869496570603,0.782128200131534
root,52.1187077584424,1.56440028986372,0.491358064778079,0.0014534060499029,0.012535031522196,Solyc03g115970.2,up,3.18382947590425,0.959511252157584
root,93.680643565624,10.7071874179514,2.8735754520716,0.0001944765699521,0.0032098548533899,Solyc03g116067.1,up,3.72608535830593,2.41870588143956
root,80.4560018126929,1.67540754623805,0.445668324404669,0.0001703793183468,0.0029245206976274,Solyc03g116070.1,up,3.75931484131408,1.21745106479111
root,40.6974221803777,2.32115606489737,0.571825953533628,4.92410687795897e-05,0.0012336060135686,Solyc03g116260.3,up,4.05920026986125,1.8695735709787
root,41.9197961182471,2.096466038021,0.675713814964962,0.0019183222170749,0.0150220226894772,Solyc03g116270.3,up,3.10259460675628,1.18698950142817
root,35.1995828404357,1.52889940128331,0.551387859080981,0.0055572814116054,0.030258067277057,Solyc03g116370.3,up,2.7728202137631,0.799375489399478
root,952.320435671963,-2.61701015116975,0.860955275994579,0.0023684642257549,0.0173725426906876,Solyc03g116390.3,down,-3.03965864910528,-1.34887163065638
root,373.061928600393,1.32157094522662,0.362000168262712,0.0002614789465828,0.003919204381687,Solyc03g116500.3,up,3.65074677055821,0.942224928633804
root,586.00011209698,1.61483113411423,0.408104296667617,7.59261726679759e-05,0.0016818846080262,Solyc03g116510.1,up,3.95690794559177,1.22259103814828
root,216.618345789312,1.53449732430723,0.335962983260714,4.93670989361642e-06,0.0002473214909007,Solyc03g116630.3,up,4.56745951418232,1.26943308159105
root,4379.40757963434,-1.22100539783376,0.33108741980826,0.0002261444002965,0.003556788310792,Solyc03g116680.3,down,-3.6878640648469,-0.887684722466339
root,2409.78343155793,1.86209535767886,0.482807662075355,0.0001148783903718,0.002232226082165,Solyc03g116700.3,up,3.85680573020449,1.40050139036817
root,35.3688010230777,2.02974370545186,0.733579546949841,0.0056591530086231,0.0306360471372952,Solyc03g116860.3,up,2.76690334932503,0.952334688691968
root,104.657990694792,-1.07849240199645,0.375716128734397,0.0040982576906962,0.0249115351943996,Solyc03g116870.3,down,-2.87049801569435,-0.679969749891393
root,159.20974854682,-1.0386656159883,0.298468998137357,0.0005014545267437,0.0061374465149176,Solyc03g116930.3,down,-3.47997823047037,-0.759016893674589
root,16.5083795878418,-2.44980263194315,0.786865642842725,0.0018496497432477,0.0146827722357244,Solyc03g116950.2,down,-3.11336840568194,-1.35155173739295
root,319.340326085448,2.26220173742663,0.670126138858815,0.0007360542595989,0.0078348638538193,Solyc03g117260.2,up,3.37578495487286,1.45425361351441
root,42.7014469853275,1.98405703674901,0.654570657942406,0.0024367943297169,0.017649591072723,Solyc03g117310.1,up,3.03108153821888,1.09270864838824
root,11.4721043138916,-1.3396425041666,0.408034920953169,0.001026516599119,0.0098354316479764,Solyc03g117540.3,down,-3.28315650297087,-0.874209498750371
root,31.7932804153128,-1.12207816218534,0.399816542578205,0.0050085620399677,0.0282415412167152,Solyc03g117750.3,down,-2.80648258060973,-0.681317165495324
root,7.77733307812476,-2.48587120601736,0.76034202155527,0.0010777131583699,0.0101428424439787,Solyc03g117800.3,down,-3.26941183775762,-1.49738586211767
root,240.819495866972,1.60463669352018,0.442879591461746,0.0002909924497278,0.0042029135978534,Solyc03g117840.3,up,3.62318951799969,1.1242666504271
root,3992.6948983539,1.08178151762965,0.282492487556366,0.000128447225799,0.0023909147171689,Solyc03g117870.3,up,3.82941694126927,0.824593926627956
root,171.541571375774,3.04048528263142,0.727459516460634,2.92030252585102e-05,0.0008535395326945,Solyc03g118000.1,up,4.17959379708789,2.47856968299352
root,238.887155749592,-1.03808374419026,0.328441225070018,0.0015742413235189,0.0132026464757914,Solyc03g118240.3,down,-3.16063777916112,-0.714205979877159
root,32.3984151312627,-1.21093359767518,0.462450742206641,0.0088313748867243,0.0408995825396944,Solyc03g118355.1,down,-2.61851368622972,-0.662571682875694
root,151.462199940161,2.21160229700591,0.614873851664857,0.0003221076170872,0.0045196911244476,Solyc03g118450.1,up,3.59683907685729,1.55726746601182
root,8846.9761946975,-1.08874144838917,0.268758220362986,5.0997668351762e-05,0.0012584145070351,Solyc03g118470.3,down,-4.05100706098855,-0.852672738390832
root,191.95360179866,1.07848466689188,0.387806985395689,0.0054194560718344,0.029746226806386,Solyc03g118480.3,up,2.78098308567463,0.662571815557147
root,1596.92499519078,-1.007328553804,0.307427550512333,0.0010505125288872,0.0099715767514226,Solyc03g118620.3,down,-3.27663721785919,-0.717406298675797
root,37.145927167205,-1.89294712952682,0.508888351161697,0.000199405044764,0.0032706779127165,Solyc03g118790.2,down,-3.71976903225547,-1.3749459577288
root,3206.85996757301,-1.00067163932187,0.38615089622844,0.0095586168379595,0.0432319070806437,Solyc03g119060.3,down,-2.59140053563386,-0.603342532092019
root,16.427839506998,1.76473768222487,0.533451719426059,0.0009391488496007,0.0092668118242383,Solyc03g119190.3,up,3.30814883139482,1.11688836126451
root,1085.46579441917,1.05050899036194,0.325544756111325,0.0012512761102217,0.0112770254661699,Solyc03g119240.3,up,3.22692646906806,0.729560792693311
root,7523.88886459179,-1.16090405260222,0.275788971886649,2.56058141756366e-05,0.0007854938097843,Solyc03g119250.3,down,-4.20939258252634,-0.916913899150491
root,166.79514851198,-1.07980564585459,0.217616521942729,6.97834392880513e-07,5.95037945283643e-05,Solyc03g119305.1,down,-4.9619653701605,-0.918651328220857
root,99.7522097775824,3.02349580070235,0.828546029007431,0.0002631007218571,0.0039351041867532,Solyc03g119370.2,up,3.64915851968344,2.11253165823494
root,540.482788419245,3.41046004853329,0.812886154064282,2.72275918652989e-05,0.0008160419665282,Solyc03g119590.1,up,4.19549531195926,2.73487063005536
root,346.290902280087,1.36306873338041,0.370189512842037,0.0002313355221065,0.0036034231881638,Solyc03g119600.1,up,3.68208359798146,0.974594226437164
root,387.12610550581,-1.00805285921526,0.222281562919221,5.75961540470073e-06,0.0002727051972276,Solyc03g119640.3,down,-4.53502686402109,-0.838993735756227
root,90.9844519648044,2.975560218825,0.567191204748047,1.55325206071371e-07,1.82606907070722e-05,Solyc03g119660.2,up,5.24613251037061,2.70354176488868
root,475.687762523948,-1.81318493919411,0.473591273078974,0.0001288815724434,0.0023922099665696,Solyc03g119690.2,down,-3.82858604510594,-1.35016998055517
root,804.842550640282,1.86408287002122,0.437481403570437,2.03567096646191e-05,0.0006610904292935,Solyc03g119810.1,up,4.26094196189324,1.52351659281218
root,930.052947100585,1.6286246853912,0.395716334007815,3.86111996563525e-05,0.0010363955173064,Solyc03g119980.3,up,4.11563674639481,1.27192224182183
root,61.6112486523677,2.23937331294821,0.750312572396243,0.0028396123477346,0.0195280781603723,Solyc03g120020.3,up,2.98458721782632,1.16756815821492
root,555.792621593324,-1.12141883348356,0.296219132203326,0.0001532305894367,0.0027029208081362,Solyc03g120120.3,down,-3.78577448776608,-0.842689982831679
root,28.3562490058218,-1.08216563010309,0.416074890941213,0.0092981867772757,0.0422981069046672,Solyc03g120160.1,down,-2.60089145887918,-0.626158309986193
root,591.289375195393,1.67610770645687,0.579393267965619,0.0038174282158517,0.023697333148786,Solyc03g120260.3,up,2.89286707169046,0.897592818067139
root,1187.37618726134,1.66248200054327,0.424344969238566,8.93754022163019e-05,0.0018751903930606,Solyc03g120450.3,up,3.91776059823776,1.25206254760219
