Sample,Organ,Drought,Hypoxia,Heat,Biotic,Osmotic,Salt,Biotic.Hormone,Hormone,Light,FarRed,LowPH,Nitrogen,Cold,FeDeficiency,Herbicide,UV,Wounding,Genotoxic,Drought.Light,Radiation
VEG-05-Flt-SN05-Leaf-Red,Leaf,-1.2863731655371369,-18.35292692313298,-22.93649356625091,17.979569164307144,-24.584652410322,0.17683916749997103,17.280396557119236,0.19992271978859535,-53.59693902875093,-43.12343285912661,0.48231017566775275,-0.9993275456107381,15.048708826646159,-1.3711518154510125,-7.118383988545983,-43.44418925023379,-21.506802872261947,-34.484336965323955,-31.926034294761365,-5.131606115148502
VEG-05-Flt-SN010-Leaf-Blue,Leaf,-30.04543520023118,-5.9203732908222895,-16.386633103952207,3.056956318652999,-14.41803286128144,0.14741916575243325,0.00785954937244511,-2.3542912460288647,-28.963937855473457,-16.53970222261402,-0.1250333621729587,0.2512262783551625,-2.8357734319563157,-0.12372595297443974,-3.6092302325307113,-5.177819891255612,-1.6214319999338402,-3.041974560511402,-41.61651119942447,0.5414141483286266
VEG-05-Flt-SN01-Leaf-Red,Leaf,-67.09023434927241,-8.79183230162921,-23.019153743443745,-17.85599778024278,-59.98058764551768,-8.427970065680983,-15.221917346558774,-24.72180472475038,-18.09627406421965,-27.902877718767506,-5.79726144781952,0.3375532607632546,-10.684768368259508,-7.8326008241793525,-6.2211156303990895,-12.416236496888825,-22.451924736951955,-19.732942248382418,-85.28076394463642,-18.20603939251874
VEG-05-Flt-SN012-Leaf-Blue,Leaf,-20.302538360222826,-10.468770149599209,-20.310292981639382,9.107034755240688,-14.74477013276885,-0.2233131200305894,4.869837953945611,0.39880206058316137,-38.631201098884034,-17.740097628468362,-2.3197131933291826,3.8394980966083443,-3.363719024949711,-0.6103845316730261,-1.5042698542906512,-8.115414618394869,-0.39123361902227743,-4.409162934054851,-43.169180444747504,1.0224620577949644
VEG-05-Flt-SN03-Leaf-Red,Leaf,-7.154634840605667,-12.567076123978277,-11.306215718982166,2.6389596242745683,-22.574613467062306,-11.432673889000451,4.4664244304721885,-5.251409997662015,-10.590336735200038,-12.43428769104199,-5.695653453280028,2.935103263623464,0.7703169366791438,0.4432452404885029,0.2330340271903267,-11.957544623393074,-9.096778359560066,-19.12658169876265,-23.010880812801826,0.37617949837525444
VEG-05-Flt-SN04-Leaf-Red,Leaf,10.501853191770339,-12.278292899115975,-1.2488674545833307,25.72794730974911,-2.109258838385133,0.6271027813639554,13.516974988986123,11.559855910227641,-13.605100325961935,-12.494555949758357,9.256416730405467,5.879192591105033,16.953837869380816,10.05435433980123,3.267167197399469,-7.163712101533324,-5.772793899442527,-14.056573073936882,0.6187293358028662,2.1810379084121005
VEG-05-Flt-SN06-Leaf-Red,Leaf,13.788585849498261,3.04496820595411,6.938525312982707,27.07772894367216,8.877694388868292,6.738960749763088,13.510691628036101,7.889709139240777,-16.518785854309378,6.853906457022711,0.023706800923280712,10.16800525083816,0.6642870787603684,5.0017763301677345,13.516974988986123,-7.6156372876508005,3.852860666020436,-2.955746777660378,4.448491661164849,8.502095968692377
VEG-05-Flt-SN07-Leaf-Blue,Leaf,-13.11169035401965,-3.3511870216319393,-6.378566897032272,8.134773146959228,-4.8960870330916455,2.38909194325553,1.1008310329829407,0.48231017566775275,-12.982111939690459,-18.618862208372864,4.862350935219519,4.097180491190618,-2.232935671922922,0.6473161150943545,-3.528627291104339,1.0496713861473421,0.5252878390507761,-2.988320146146517,-17.123814595790424,4.963902802983937
VEG-05-Gnd-SN01-Leaf-Red,Leaf,-14.574394945994161,-2.5003102621956743,-6.48607113590049,-12.536833096403264,-6.925129608008079,-2.261702712859516,0.5462741096556506,-9.882431627406424,-0.31415083350349365,-7.104813918571724,-7.601594937250868,-2.088938181620132,0.9347172469600198,-15.679766905001825,-3.635204664761321,-2.692519371871206,-4.892332924524044,-0.8751668003938329,-38.13580709838701,-9.622119793470567
VEG-05-Flt-SN08-Leaf-Blue,Leaf,-24.082307941382076,-18.052463991297962,-25.25699244378944,10.430241007038598,-24.593212886487482,0.43397345714088353,2.908658649341901,-4.828729273824188,-38.01783055123972,-42.270278795732004,-0.3671998912364621,0.10165923357628197,-2.4593626564090867,-0.5658160244712704,-11.415386978539443,-9.85570602567948,-6.681855262293254,-6.818434156947291,-40.104069031254724,-0.27386595152112797
VEG-05-Gnd-SN02-Leaf-Red,Leaf,-6.5466679075969685,18.441352310311423,4.881079079602536,-23.778423171603166,-4.004717150931973,-3.749879432108005,-36.20800664384857,-11.220409051405776,28.122629709265993,-0.6985752068049338,7.686046307016287,-6.796311099276976,-6.335817820676887,0.5609152199385956,2.048546501334169,7.559546764359165,-3.730100927565652,-2.5998026028882815,11.816393089975474,-0.00907249691853135
VEG-05-Gnd-SN03-Leaf-Red,Leaf,-3.2764536401635906,28.574052151714252,8.691363522815154,-21.964623386050544,4.695385652871777,3.8964419910075025,-46.85008260181661,-0.7491166898484017,21.747139885039783,5.154687449751181,28.370913945960684,2.048546501334169,-22.19134315367695,0.8862398831062068,-1.7279260422001743,27.185808247432323,8.918247569125114,11.455744040980697,20.833340048684963,0.8403830579905073
VEG-05-Gnd-SN04-Leaf-Red,Leaf,27.620347628843966,-0.2554502369263717,0.5822259660181036,46.01873967588321,11.027158367100258,3.3043865744328556,27.122734985420955,26.898090478546727,0.5904736502967943,-1.2884685219991774,-1.3137090868589554,5.077948311487036,12.542878697359594,8.817041619087716,3.0210569140672425,5.356868476819581,8.028591652411079,-0.4572281481161223,25.509354207630533,4.246532509695179
VEG-05-Gnd-SN06-Leaf-Red,Leaf,47.424562256643526,-5.916248763682301,11.711095707770387,54.88306388524389,20.559249079637155,7.145563399346744,45.24189854414936,37.27147585711814,-9.443586615258535,5.949285170794459,0.5789348707643532,3.802865156622238,5.36079427301827,10.092165163951908,6.520663171898325,-2.997232143113788,0.5140666457702334,-2.0234704705862954,22.558235010619317,7.091256936605161
