solyc_nover,leaf_light_lfc,leaf_light_padj,leaf_int_lfc,leaf_int_padj,root_light_lfc,root_light_padj,root_int_lfc,root_int_padj,Mesophyll,Epidermis,Vascular,Trichome,Proliferating,Uncharacterized
Solyc01g005470,-0.501145221021831,0.0387185480649706,0.879564962459057,0.0183214839325666,0.788548315400706,0.0946027108086039,-0.0006180625012365,0.999973171687554,1.107010874,1.188230915,0.5984498,0.7005086,1.2829126,0.13929686
Solyc01g005480,0.0761524911577925,0.767730926804084,-0.0192124033824703,0.957441304133985,0.0004743321444066,0.999960910744343,-0.0002483016556672,0.999973171687554,0.010592491899999999,0.010478751849999999,0.01581868,0.023839112,0.015997171,0.01698647
Solyc01g005490,0.326395238256297,0.0356218438008756,-0.109870406677858,0.661362166371231,0.0013374740020768,0.999960910744343,0.0048467226777555,0.571480764542339,0.017375532200000002,0.0096411645,0.004576193,0.017416555,0.009378921,0.033843692
Solyc01g005500,0.712056440608272,0.103912269188918,0.562518381444577,0.266724762850215,0.10500402319905,0.658846451261079,0.0019378510176768,0.999973171687554,0.00293803402,0.0010821977075,0.003346229,0.0009940383,0.00225094,0.0
Solyc01g005510,-0.127774344864191,0.730582767710555,0.140400483921674,0.765438567102478,,,,,,,,,,
Solyc01g005530,-0.145907055200689,0.588340747245446,0.150455094384511,0.662792426552185,-0.0027511417307034,0.999960910744343,0.0009406289468266,0.999973171687554,0.000755164678,0.0013028156875000002,0.00038801564,0.0010108093,0.0007267128,0.0
Solyc01g005540,-0.372435909356728,0.208660956368431,0.677924031632147,0.117968025953188,0.0024085754059942,0.999960910744343,-0.0004590941895592,0.999973171687554,0.037853848720000007,0.00672980275,0.029642195,0.013518225,0.008930994,0.011767818
Solyc01g005550,0.0267121243693981,0.930947575286536,0.0727253713250159,0.850833764975844,0.0117667446100356,0.999960910744343,0.000150224829685,0.999973171687554,0.05573517426,0.008144612275000001,0.023215689,0.092650205,0.010938633,0.02461785
Solyc01g005560,-0.866153920303655,0.0009997024250424,1.90253699549974,3.83903138032128e-06,0.0002294880933479,0.999960910744343,0.0001712640988363,0.999973171687554,0.39813358600000004,0.3367307825,0.41021106,0.69016606,0.205851,0.45381263
Solyc01g005570,-1.05804975781227,3.68782966828938e-05,1.42084124792608,1.34264914716447e-05,0.0122403109625458,0.901283929075113,-0.0001392095885977,0.999973171687554,0.015884403999999998,0.01308279085,0.008958644,0.042455878,0.01165034,0.03079575
Solyc01g005590,1.01196610614282,0.0066061110752188,-0.78111575933477,0.0901297405559111,-0.0013231133089294,0.999960910744343,9.09231683312821e-05,0.999973171687554,0.032727138536,0.01886568065,0.02368607,0.15458794,0.009788967,0.1967636
Solyc01g005600,0.227095429286272,0.240307720104288,-0.343557926452395,0.201757613085954,0.0004250796378747,0.999960910744343,0.0009171953594097,0.999973171687554,0.10894112199999999,0.09849799925000001,0.079372756,0.14352022,0.061445717,0.16281472
Solyc01g005620,0.50223993391478,7.39275543437448e-06,-0.062771865141713,0.780715534603784,-0.0025234880546368,0.999960910744343,0.0001805529189571,0.999973171687554,0.433895124,0.1860328475,0.30896035,0.35702717,0.16411437,0.5303975
Solyc01g005640,0.727637445657156,0.000678407121542,-1.09070241681563,0.0008117260178681,0.0031791370590753,0.999960910744343,-7.69444077838053e-05,0.999973171687554,0.017983413300000004,0.0182847285,0.037656143,0.086060174,0.03636844,0.070162915
Solyc01g005670,0.0946064216218265,0.762534029173301,-0.245180641207,0.516872943618985,0.0323793603109969,0.81260800253865,-0.000130746509006,0.999973171687554,0.00785782948,0.0053289816,0.00766998,0.014369291,0.003596361,0.016925847
Solyc01g005680,-0.0162545642426596,0.962471514711753,0.827416736109408,0.0598258378088206,0.0746351365354768,0.734204810524793,-0.0001618698866845,0.999973171687554,0.00887104366,0.008526670875,0.0107368,0.026407275,0.005706167,0.0
Solyc01g005700,-0.109445116322058,0.689269809931767,-0.0754502759190922,0.837608255410439,0.0071726116699708,0.973399007553498,-9.46023652028266e-05,0.999973171687554,0.005135959133999999,0.0029330613350000002,0.0039555873,0.0053715263,0.002893592,0.0
Solyc01g005810,0.0783311216787564,0.646553652882307,-0.20282112708795,0.36912188477162,-0.0021055308534489,0.999960910744343,-0.0001712420998474,0.999973171687554,0.095782869,0.064026685,0.094030105,0.16279233,0.08207597,0.16060966
Solyc01g005820,0.219819744291513,0.164264193462332,-0.472827049543551,0.0342382739260999,0.0008577045543193,0.999960910744343,-0.0007388322962444,0.999973171687554,0.273362908,0.225602805,0.21845143,0.44718444,0.29647902,0.19762559
Solyc01g005840,0.177080067999129,0.420696584538934,0.0446655905308478,0.897840735546141,0.0035921302558548,0.999960910744343,0.0002142104883197,0.999973171687554,0.0314432626,0.0149979495,0.017547624,0.038627446,0.009006702,0.119511366
Solyc01g005910,-0.219966447380835,0.175881804934566,0.430900754645198,0.0521315881873927,-0.000170774746397,0.999960910744343,3.51905708440486e-05,0.999973171687554,0.0365679098,0.024623299,0.03427128,0.031599306,0.014419096,0.013256557
Solyc01g005930,-0.183261601636329,0.424111435850907,0.116044967852875,0.719173590871094,0.0357547362152899,0.716310696705819,-0.0007109896508334,0.999973171687554,0.012971677400000001,0.008705255325,0.012510215,0.005923513,0.01158322,0.015823822
Solyc01g005950,0.372896410367955,0.0111151494932469,-0.592133049255096,0.0048459025941963,-0.0018081717502746,0.999960910744343,-0.0004086657719473,0.999973171687554,0.040268296599999996,0.02943149,0.042936567,0.0759121,0.0364124,0.023537997
Solyc01g005960,0.0175307319698175,0.917895962874017,0.0390240855581737,0.876021396592579,-0.0027015730658858,0.999960910744343,9.79901808191847e-05,0.999973171687554,0.03997054,0.03674281975,0.031220868,0.056626704,0.022519907,0.031059172
Solyc01g005970,-0.176389888697358,0.45360593662721,0.16010161950696,0.606549011634008,0.0143923906874966,0.635716741818745,-9.81185791408861e-05,0.999973171687554,0.016166825000000003,0.0152557914,0.018422399,0.021740885,0.013379772,0.0037324864
Solyc01g005980,0.145019443522464,0.647047809445639,-0.0150056992961069,0.972708817658477,0.0084735937762963,0.999960910744343,0.0002807743013596,0.999973171687554,0.02339989352,0.004946957675,0.013996897,0.017702559,0.002346603,0.0
Solyc01g006000,0.168937911338542,0.421129644802057,-0.278063284456108,0.317555215783686,-0.0008425366711382,0.999960910744343,9.8078216003538e-05,0.999973171687554,0.0137950862,0.017550559625,0.02669613,0.022596346,0.011887671,0.01755481
Solyc01g006010,0.0522942889387519,0.830436655548233,-0.0885103929165655,0.78104995304887,0.0002652253823443,0.999960910744343,-5.06939706581379e-06,0.999973171687554,0.0155554787,0.012815692,0.01700094,0.02534963,0.022667632,0.024386432
